,a0_sys_0,a0_sys_1,a0_sys_10,a0_sys_11,a0_sys_12,a0_sys_2,a0_sys_3,a0_sys_4,a0_sys_5,a0_sys_6,a0_sys_7,a0_sys_8,a0_sys_9,acos2_sys_0,acos2_sys_1,acos2_sys_10,acos2_sys_11,acos2_sys_12,acos2_sys_2,acos2_sys_3,acos2_sys_4,acos2_sys_5,acos2_sys_6,acos2_sys_7,acos2_sys_8,acos2_sys_9,acos_sys_0,acos_sys_1,acos_sys_10,acos_sys_11,acos_sys_12,acos_sys_2,acos_sys_3,acos_sys_4,acos_sys_5,acos_sys_6,acos_sys_7,acos_sys_8,acos_sys_9,pt2_bin,q2_bin,x_bin,z_bin,a0_sys_sector,acos2_sys_sector,acos_sys_sector
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0
20,23821.28125,12230.0927734375,570.4712524414062,435.3609619140625,295.36474609375,505.6914367675781,8038.20458984375,6644.8681640625,4026.286376953125,1859.271728515625,4354.35546875,1537.6219482421875,947.4656372070312,0.00033954612445086235,0.0007011089473962784,0.002156093716621399,0.000502247188705951,0.0001772571413312107,6.503317126771435e-05,0.0004045359382871538,0.00027943580062128603,0.00013989371655043215,0.00044011988211423164,9.899323777062818e-05,0.0003345893928781152,0.00028838971047662204,0.0004253281222190708,0.004441366530954839,0.0023544086143374447,0.01513712387531996,0.0004151819739490748,0.00031709999893791974,0.0007225790759548545,0.0025480499025434256,0.0002640268648974597,0.00020204248721711335,0.0006887160707265139,0.0015745391137897966,0.0014600860886275768,0,0,0,1,13395.280768638562,0.01319628345105645,0.01229755069683453
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3022.172709204708,0.028213013709623883,0.017589288929613117
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,409.8748322951043,0.020738147102056924,0.020685868556999814
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,34.215351357482675,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,1,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,1,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,1,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,1,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,1,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,1,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,1,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,1,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,1,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,1,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,1,0.0,0.0,0.0
40,10146.1923828125,4513.0810546875,814.0303344726562,224.00718688964844,130.53875732421878,176.8605194091797,3632.070068359375,2408.36376953125,1729.025634765625,704.3319702148438,2014.2362060546875,1407.648193359375,250.94439697265625,0.00037676584906876087,0.0022147921845316887,0.0054968446493148795,0.0006095663411542772,3.6910803373757517e-06,8.646823698654771e-05,0.0012259995564818382,0.0016606126446276905,0.0002955332456622273,0.001016267342492938,0.0006206448306329548,0.000425974722020328,0.0009365325677208601,0.00027436771779321134,0.010527050122618677,0.007202015724033117,0.00530282873660326,0.00025305806775577366,0.0005250888643786311,0.0063027273863554,0.005282816011458635,0.00029948438168503344,0.0004739582363981754,0.0003219206118956208,0.0009450493380427359,0.0022434364072978497,0,0,0,2,5341.536202487488,0.004523102767689672,0.030850590632460262
41,7527.189453125,3012.910888671875,386.2654724121094,113.5901107788086,139.26823425292972,114.540283203125,3238.448974609375,1715.710693359375,1264.04541015625,618.8485717773438,1527.2044677734375,1270.0596923828125,163.864013671875,0.0006811757921241224,0.0005165286711417139,0.004550712183117866,0.00013504447997547686,0.00028356825350783765,9.462707384955138e-05,0.0006019055144861339,0.0005299477488733828,0.00034872282412834466,0.000843001645989716,0.0002411643072264269,0.0003468405921012163,0.0016821552999317644,0.0007621187833137809,0.008249977603554727,0.005023376550525428,0.012517611496150494,0.0002925157023128122,0.00031363396556116635,0.003947214689105749,0.004616770427674055,0.00017316687444690615,0.0010740929283201692,0.0007059028721414505,0.0015975789865478873,0.0015506448689848185,1,0,0,2,4426.237036527264,0.007946417761231771,0.021653973825657317
42,3782.924560546875,1370.7645263671875,141.33349609375,63.26069259643555,90.00623321533203,56.9749870300293,1829.5733642578125,769.1991577148438,673.0415649414062,211.9637451171875,742.4722900390625,631.3720703125,154.87489318847656,0.00029779988108202815,0.003092617494985461,0.003528835950419307,2.1697691408917308e-05,0.0004672719805967063,0.00011729968537110835,0.0015415031230077147,0.0016632312908768654,0.0005785685498267412,0.0007762048626318574,0.0005190764204598963,0.0010281986324116588,0.0011960241245105865,0.0008631031960248947,0.004159753676503897,0.0037022167816758156,0.015315160155296326,0.0011637883726507425,0.00029183473088778555,0.00040592372533865273,0.002236652886494994,0.0007606070721521974,0.0014156748075038195,0.0003635804750956595,0.0005440397653728724,0.002710325410589576,2,0,0,2,2103.5928425167654,0.014889793952156472,0.016274009480030528
43,1519.419189453125,538.1174926757811,0.0,23.701520919799805,24.496246337890625,21.537561416625977,681.077392578125,309.40960693359375,273.45538330078125,95.3284912109375,273.239501953125,225.66856384277344,38.3265380859375,0.00037288825842551887,0.003023473545908928,0.0,0.000758065958507359,0.00033184909261763096,9.813791257329284e-05,0.0008331253193318844,0.0013662409037351608,0.000321085040923208,0.0010433192364871502,0.0002507382887415588,0.00023287397925741968,0.00017763413779903203,0.00031647519790567463,0.0020256254356354475,0.0,0.01915174908936024,0.0016985387774184346,0.0004150589520577341,0.0018830832559615371,0.0010866678785532713,0.00020421149383764717,0.0013305756729096176,0.00020110714831389487,0.0007792661781422794,0.0021430030465126038,3,0,0,2,776.4957949562419,0.01594801428446226,0.009365142265296257
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,2,293.2505436334091,0.005497566266524664,0.024207899495728918
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,2,108.63156508978477,0.0,0.03294038098676926
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,2,0.0,0.0806292979538485,0.0942851518303538
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,2,6.959642091806115,0.08582908244236315,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,2,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,2,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,2,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,2,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,2,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,2,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,2,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,2,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,2,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,2,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,2,0.0,0.0,0.0
60,6142.79541015625,2655.123046875,961.2976684570312,136.12153625488278,101.25946807861328,113.72669219970705,1902.159912109375,1376.1617431640625,1078.2559814453123,633.7987670898438,1268.236083984375,575.1224975585938,517.9939575195311,9.13701587705873e-05,0.002474729670211673,0.008194840513169765,0.000574934936594218,0.00013548471906688064,0.00019186790450476107,0.001358808483928442,0.0016351074445992706,0.000466606899863109,0.0011107790051028132,0.0001925919932546094,0.00016109761781990528,0.003974857740104199,0.0008067644666880369,0.012153925374150276,0.013137238100171091,0.004582278430461884,0.0002649665402714163,0.0008282447815872729,0.009808321483433248,0.005796958692371845,0.00013762585876975209,0.0021600581239908934,0.0005975879030302168,0.001082311850041151,0.011023019440472126,0,0,0,3,3259.6820859685918,0.009792792469125951,0.01878802647445413
61,4627.62646484375,1694.5318603515625,203.3643951416016,5.752442359924316,82.3647232055664,73.06382751464844,1637.8155517578125,985.2940673828124,831.0875854492188,392.3777160644531,982.9212036132812,677.1144409179688,340.81451416015625,0.0005085123120807111,0.0017929080640897157,0.0032006322871893644,0.00016866959049366417,0.0001468820992158726,0.00011613388778641821,0.0004979072837159038,6.842328730272129e-05,0.0003390470228623599,0.0004783571639563888,0.00038242968730628485,0.0005406235577538611,0.0011967611499130724,0.0009845111053436997,0.010220899246633051,0.00405065156519413,0.010444065555930138,8.548678306397049e-05,0.0006090735550969839,0.003095693653449416,0.005631405394524336,0.0002084045700030401,6.175275484565644e-05,0.0009360495023429395,0.0024179744068533178,0.0020645414479076862,1,0,0,3,2625.3039429191117,0.0,0.004094376935125956
62,2921.109375,889.5289916992188,128.43896484375,5.47290563583374,59.68850326538086,33.202564239501946,994.7051391601562,490.2212829589844,542.50244140625,175.17352294921875,589.172607421875,522.9910278320311,78.66939544677734,0.0014268953818827868,0.005426101852208376,0.0038969737943261857,0.0006033520912751554,0.00024797621881589293,0.0002270889817737043,0.0042030089534819135,0.002668791217729449,6.835295789642261e-05,0.0018207441316917534,0.0007449685363098979,0.00034164113458245987,0.00210342975333333,0.0006152231362648307,0.005618755705654621,0.004269835539162159,0.012967144139111042,0.0002560945285949856,0.00045998042332939804,0.003158941864967346,0.0028979231137782327,0.0009709683945402504,0.0007463093497790396,0.0011921378318220375,0.0013332973467186091,0.003059180919080973,2,0,0,3,1618.4998477249565,0.0,0.016457852920604168
